Momento               URI
 0                    http://Instagram.com/victorarias__
 5                    http://RCVetS.com
 2                    http://www.alyyyduh.tumblr.com
 85                   http://www.rucksackinn.com
 0                    http://ask.fm/laurenmelvin33
 0                    https://twitter.com/rockcafestyles/status/509884266172674048
 733                  http://m.pornhub.com
 1038                 http://www.lmgtfy.com
 0                    http://Instagram.com/lifeof_jay_
 1                    http://cmnit.tumblr.com
 2                    http://Kiwerd.wordpress.com
 0                    http://twitter.com/PhokaneNetworks/
 0                    http://empowerurview.wordpress.com
 9                    http://Inothernewc.blogspot.com
 3                    http://www.facebook.com/Calgaryism
 3                    http://attani.deviantart.com/gallery/
 0                    http://www.101taste.com
 10                   http://imballsy.blogspot.com
 1                    http://www.masterryken.podomatic.com
 288                  http://keepittrill.com
 2                    http://enjayce.blogspot.co.uk/
 0                    https://soundcloud.com/fuckvazquez
 0                    https://vine.co/v/M9DhWjB5YMi
 0                    http://ask.fm/princeserox
 0                    http://twitter.com/_bhrecords
 122                  http://fuckoff.com
 6                    http://outlandishgambino.tumblr.com
 103                  http://www.ericpete.com
 322                  http://www.twloha.com
 0                    http://twitter.com/_ashleynroberts
 2301                 http://www.ibtimes.co.uk
 0                    http://twitch.tv/rawandsuch
 12                   http://www.ridestopngo.com
 1                    http://jtaimejesy.tumblr.com
 0                    http://davesdomain.tumblr.com/
 5                    http://soundcloud.com/drabeatsontheboards
 0                    http://favstar.fm/users/Aishayyyy
 1521                 http://BlackPeopleMeet.com
 0                    http://gifyo.com/Misacchi/
 2                    http://notjustok.com/2014/08/28/mr-hans-ft-oritsefemi-skimpo/
 156                  http://Mechanicsville.com
 934                  http://chelseafc.com
 0                    http://youtu.be/qF_Ofh-W7kA
 0                    http://www.facebook.com/hxckidvinny
 0                    https://www.facebook.com/pages/Diabetes/696878957015258
 170                  http://www.acspca.org
 0                    http://instagram.com/tatisalag
 0                    http://www.amebogists.com
 0                    http://kryztensportfolio.tumblr.com
 0                    https://vine.co/v/M93DHmUIpqi
 61                   http://www.therealsingapore.com
 108                  http://asi.fullerton.edu/tsu
 0                    http://blog.rizkyadhii.com
 0                    http://tinypoet92.blogspot.com/
 0                    http://ireport.cnn.com/people/deejayiwan
 0                    http://laragazzadallafelponaceleste.tumblr.com/
 0                    http://pgk.tender.mepage.jp/
 79                   http://www.wrs.co.uk
 1                    http://phrozenarfice.deviantart.com
 3866                 http://www.breakingnews.com/
 0                    http://instagram.com/theblackjess
 0                    http://instagram.com/c.macc
 0                    https://www.facebook.com/edwin.cespedes.96
 0                    https://vine.co/v/MQWDr9zviwQ
 0                    http://wahyuwidya384.blog.com
 0                    http://blog.livedoor.jp/shinopan14/
 0                    https://www.facebook.com/alnoor.kotadia.16
 0                    http://instagram.com/piercethealex
 7                    http://www.thefoodwolf.com
 0                    http://www.audiomack.com/song/k-stefon/last-drink-feat-pilot-perc
 15                   http://www.weusegadgets.blogspot.com
 0                    http://Instagram.com/Ivand_20
 0                    http://temekanotiny.tumblr.com
 0                    http://www.instagram.com/_flygjr
 0                    http://instagram.com/_maribelbenitez
 0                    https://www.facebook.com/mariethereselawlor
 203                  http://www.juicetv.com
 0                    http://www.facebook.com/suppawitp
 0                    http://swirlicanes.tumblr.com/
 2                    http://j0nnycraigslist.tumblr.com
 7                    http://escasezutopica.tumblr.com
 1                    http://rockinrina.tumblr.com
 5                    http://www.dreamstarrpublishing.com
 0                    https://www.facebook.com/PenguPooh
 0                    http://Gxddessm.tumblr.com
 5                    https://www.youtube.com/watch?v=W7PXcM8R1EE
 0                    http://about.me/meetchina
 0                    http://www.youtube.com/CuriousJackson
 0                    http://darrenlimtean.blogspot.sg/
 0                    https://www.facebook.com/EqualoGy
 6                    http://remylebuae.tumblr.com/
 9                    http://charmcityadvisor.com
 0                    http://facebook.com/atyantapradikes
 51                   http://tofu-n-sproutz.blogspot.com/
 0                    https://www.facebook.com/newswithrowdydowdy
 0                    http://Instagram.com/Jennba_
 0                    http://www.facebook.com/daniel.haysmart
 5                    http://38.media.tumblr.com/892511a2c52678b042843f300a38ad05/tumblr_n8s36dcXV31r5j6bwo1_400.png
 0                    http://www.youtube.com/OlajuwonRavenMusic
 2                    http://douxlamour.tumblr.com
 0                    http://YouTube.com/AustralSportsMedia
 4782                 http://www.twitterfeed.com
 3                    http://ghosts-of-the-winter.tumblr.com/
 0                    https://www.facebook.com/cxrmennw
 3                    http://foodnex.tumblr.com
 0                    http://milyunmotivosparaserfeliz.blogspot.com.es
 0                    http://ask.fm/LatinAssDragon
 0                    http://twiends.com/blackgustoso
 0                    http://Instagram.com/_chiyoche
 3                    http://wefollow.com/feedex_
 0                    http://Instagram.com/natibynature_
 63                   http://bomb.org
 0                    https://twitter.com/sniffingmahone/status/511340799879954432
 0                    http://kik.me/BlackLegCook
 0                    http://farahjaszli.blogspot.com
 0                    http://Instagram.com/nharzzyLee
 0                    http://www.facebook.com/david.m.matthews
 0                    http://sunnydays321.blog.fc2.com/
 0                    http://ask.fm/Amorousmia
 0                    http://hopespringsnaturopathy.com
 0                    http://rockloaded.blogspot.com
 9                    http://lovemeladyg.tumblr.com
 18                   http://thescienceofeating.com
 0                    http://Instagram.com/hfotualiixo
 0                    http://iriscostrop.wordpress.com
 34                   http://www.theinteractivemarketingjourney.com
 0                    http://chasechaise.blogspot.co.uk/
 0                    https://www.facebook.com/DiimeScott
 2                    http://www.nolczak.wordpress.com
 0                    https://soundcloud.com/totally-related-url
 0                    https://izea.com/r2Id
 0                    http://ask.fm/askorgoaway
 0                    http://Instagram.com/juliaflorezzz
 19688                https://www.facebook.com/#!/classykendra
 0                    http://Instagram.com/random_lena
 0                    http://pawallace.wordpress.com/
 0                    https://twitter.com/real_liam_payne/status/61591231452561409
 0                    http://fragilemeow.tumblr.com
 0                    http://ask.fm/Quez1010
 0                    https://twitter.com/arianagrande/status/319317455057084416
 4                    http://www.fireandslicepizza.co.uk
 0                    https://www.facebook.com/pages/Nervo-Mexico/289033177861354
 0                    http://instagram.com/viictoriaaa_13
 0                    http://drinkslow2feedthenose.tumblr.com
 0                    http://twitter.com/PHausse
 0                    http://twiends.com/dhyky_lobzy
 34                   http://tricksarefor-kids.tumblr.com
 0                    http://www.poptropica.com/avatarstudio/avatar.html?a=beGJJQndCY0docGJtVmhjekV6TXprPQ%3D%3D
 207                  http://www.horsetoothjackass.com
 0                    http://www.reverbnation.com/lamontethegreat?profile_view_source=header_icon_nav
 3                    http://fly-in-the-freedom.tumblr.com
 238                  http://spicybigbutt.com
 0                    http://awmwc.net/
 6                    http://www.kankret.com
 0                    http://miyukis.flavors.me/
 2                    http://BestOfTheNext.com
 0                    http://survivorsinsilversskin.tumblr.com/
 6                    http://www.OhMyJemimahXD.blogspot.com
 0                    http://youtu.be/zaxU-LlwGtA
 52                   http://CocaineCowboy.com
 129                  http://www.naa-sa.co.za
 0                    http://lurk.olo.gee.com
 0                    http://Ultorcorp.blogspot.com
 0                    http://www.youtube.com/user/phillipwilby?feature=mhsn
 0                    http://bit.ly/aNaRQW
 0                    http://ask.fm/Hakeem14
 0                    http://instagram.com/dr.dreya
 0                    http://ask.fm/allicide
 0                    http://ww.hudl.com/athlete/2095810/highlights/84787398
 0                    http://worldindigenous-cordiav.blogspot.com
 0                    https://twitter.com/niallsbabeygurl/status/452556514264219649
 4                    http://www.soundcloud.com/beatgeneration
 46                   http://www.visualizin.com
 3769                 http://Drugs.com
 0                    https://twitter.com/beforeyouexit/status/489972788241764352
 0                    http://youtube.com/AJLaComarca/
 0                    http://ask.fm/AmandaFromSpace
 0                    http://m.youtube.com/channel/UCZWi0FHtF6TdXTYzrvJWtag
 219                  http://hooper.com
 0                    http://youtu.be/zc7Awva8NFM
 0                    http://favstar.fm/users/deedragonhunter/recent
 1                    http://hotspotretreats.webs.com/home.htm
 0                    http://ask.fm/hephzipepsi
 0                    http://instagram.com/p/r2-SC3CYL6/
 5                    http://homelifeideas.blogspot.com
 0                    http://rosli-na-chua.blogspot.sg/
 0                    http://ask.fm/Diseasemarijo
 207                  http://www.refugee-action.org.uk
 0                    http://about.me/erossepth
 0                    http://instagram.com/adbhothmn
 0                    http://ask.fm/TeeJaye94
 61                   http://www.mealplanningmagic.com
 2                    http://bourach.blogspot.com/
 0                    https://www.facebook.com/agis.mlg
 8                    http://www.youtube.com/user/haciendolamierda/
 0                    https://www.facebook.com/ayee.lilly
 2                    http://www.youtube.com/watch?v=0Cf_j1kSA_s
 0                    https://twitter.com/ckrazyckarter/status/514517377078534145
 498                  http://en.wikipedia.org/wiki/Satan
 2344                 http://Seahawks.com
 41                   http://raburabbit.deviantart.com/
 0                    http://andrewbutler.net
 0                    http://Ask.fm/SaniMack
 0                    http://Instagram.com/top5stackz
 0                    http://facebook.com/christian.base
 0                    http://www.pheed.com/Standish913
 0                    http://twiends.com/_karenstefanii
 0                    http://theofficialmercenaries.yolasite.com/
 0                    http://breathtakingph.dailypix.me/
 0                    http://ask.fm/Anthonymadeit
 0                    http://www.pamperedchef.biz/jordansjunkies
 1                    http://youmelted.tumblr.com/
 3                    http://cinasia-baochai.blogspot.com/
 0                    https://m.youtube.com/user/juddy13ify
 2                    http://www.pyrank.com
 0                    http://freakforsneakss.tumblr.com
 1                    http://AtlasCortez.com
 6                    http://Peachminaj.tumblr.com
 0                    http://bra1ncells.tumblr.com
 7                    http://jakilynnuhhcosme.tumblr.com/
 72                   http://www.cinnamonhotels.com/CinnamonGrandColombo.htm
 0                    http://www.instagram.com/jaystanheiser
 7                    http://www.howtoloosebellyfat.net
 0                    http://Instagram.com/alainaseger
 2                    http://lanadelreyinkayipkizi.tumblr.com
 1382                 http://kanyewest.com
 32                   http://nw.halifax.k12.nc.us
 0                    http://q.gs/563167/tbt
 0                    http://twitter.com/News_Pipeline
 277                  http://www.paperchase.com
 0                    http://edendoratrust.org
 0                    http://slay--spice.tumblr.com
 0                    http://instagram.com/yourhearts_desire
 0                    http://zenxenitious.blogspot.com
 21                   http://121reggae.com
 2                    http://www.v22la.com
 0                    https://twitter.com/camerondallas/status/498998050233532416
 5                    http://chicago.cityandpress.com/
 0                    http://ask.fm/ZIPSDOUBLECUPS
 231                  http://ahelicoptermom.com
 0                    http://instagram.com/kinorin_
 0                    http://ask.fm/VivicaJohnson
 0                    https://soundcloud.com/f77link
 0                    http://ask.fm/indianprincessx
 0                    http://www.kradness55.tumblr.com
 0                    http://caoser.blogspot.com/
 0                    http://www.facebook.com/GreenAmway
 0                    http://thelivinglifeline.wordpress.com
 0                    http://youthcrafters.tumblr.com
 7                    http://created2bstrong.tumblr.com/
 0                    http://yooooojp.wordpress.com
 51                   http://alcuinbramerton.blogspot.com/
 4865                 https://support.twitter.com/
 0                    https://twitter.com/wilkygilinsky/status/514530181802106880
 0                    http://ussherpress.tumblr.com
 1                    http://Justbreathe-and-live.tumblr.com
 0                    http://Instagram.com/kayvanessaa
 2096                 http://storyful.com
 8                    http://developer.healthiher.com/
 0                    http://instagram.com/camalamadingdng
 0                    http://twitter.com/BereaHvZ
 2                    http://HangThatGriot.wordpress.com
 4                    http://vogue-victims.tumblr.com
 0                    http://twitpic.com/dzdqhe
 1                    http://luteanfini.tumblr.com
 0                    http://instagram.com/catalina.le
 5                    http://dualcillo.wordpress.com
 0                    http://www.thirtysomethingcurvyme.com
 383                  http://Bitch.com
 0                    http://EarnActivity.com/index.php?share=299
 0                    http://akichasosenkyo.wix.com/akicha2014
 4                    http://www.cochiseandthebigr.com
 0                    https://www.youtube.com/watch?v=Ss7SRjiOCCs
 12                   http://brainbodygut.com
 0                    http://Instagram.com/ricaporosis
 2                    http://homepage3.nifty.com/himitsugusa/
 1                    http://ask.fm/SnapBackGuyxX
 1                    http://invisible-brick-walls.tumblr.com
 24                   http://www.mitoaction.org/mitoaction-energy-walk-5k
 0                    http://goo.gl/fsmvIi
 0                    http://ask.fm/treklock
 0                    http://cutiemintdoodle.deviantart.com
 7                    http://toknowhowitfeelstofly.tumblr.com
 6                    http://verakasi.wordpress.com
 0                    http://twitter.com/Twuot
 8                    http://naturespoisons.com
 6                    http://neighbourhood5.com
 0                    http://www.youtube.com/user/tortorbell
 0                    https://twitter.com/acdchoran/status/416467307515224064/photo/1
 307                  http://www.rossouwsrestaurants.com
 20                   http://paper.li/Perth_Today
 11                   http://online.thatsmags.com
 49                   http://COROURBANO.COM
 2                    http://youarereadingthis.deviantart.com/
 0                    http://twiends.com/mykel_me
 26                   http://www.chasesfeed.com
 90                   http://introvert.com
 15                   http://ata-pin.livejournal.com/
 1                    http://www.onemangame.com
 0                    http://instagram.com/BOOMitsher_
 0                    http://pundercracker.tumblr.com
 0                    http://www.hudl.com/athlete/1931036/highlights/167950377
 0                    http://www.tigerprojects.co.uk/blog
 0                    https://vine.co/v/OBYwVtb3eYQ
 0                    http://www.hudl.com/athlete/1276875/travis-daliet
 0                    http://ask.fm/Lazybuttalented6
 0                    http://nonchalantsola.tumblr.com/
 1                    https://www.facebook.com/groups/WOWSD/
 0                    http://ask.fm/BiasKrisis
 0                    http://instagram.com/astrobread
 54                   http://www.aubreandrus.com
 2693                 http://wgntv.com
 0                    http://instagram.com/bethina.marie
 0                    http://goo.gl/x8G8nc
 55                   http://www.theyumyumtree.in
 0                    http://www.twitter.com/ashleytucker199
 0                    http://www.chartvibres.webs.com
 606                  https://www.humanbeatbox.com/
 87                   http://www.twitter.es
 876                  http://www.kaskus.com/
 0                    http://ask.fm/lakerstai
 0                    http://www.facebook.com/johorkaki
 0                    http://emiliocuervo.tumblr.com
 4                    http://louisspeightjr11.tumblr.com
 0                    http://bit.ly/10YvoT5
 29                   http://www.bonniemckeeofficial.com/
 0                    http://youtu.be/_a8WaHnqvoY
 0                    http://www.joannecylam.com
 5                    http://officialobeyreality.wix.com/obeyreality
 0                    http://raregallery.storenvy.com/
 0                    http://ask.fm/Fudgesticks
 0                    http://youtu.be/55aX_Wu9pjU
 0                    http://lilart.vsco.co/
 146                  http://www.omfgdogs.com
 0                    http://Instagram.com/charabellaa
 
